address,malgo,algo
R7APO2U57IQA4GZCBM235JV3H7QUMOKW3ZRDT7NECSB4TBQB4J5NN6R5Z4,50000000000000,"50,000,000.00"
YEUZBQWVSIYEVXKRGIQRJ25XTRNG454LNVAN3B6AESRHE6UIXCA4XZP3E4,50000000000000,"50,000,000.00"
4UQTDS2M46UT3JL2UDOXFJQFMGR4AVB3TVGLGEQEJKVGMK2P424SH2NUIQ,49999999000000,"49,999,999.00"
MK2Z5BTVQZE6SWXSUPFVOMKTRV7GFP5DR6TLOWXY6AWBOPQ2QROP6VE2IE,49999997000000,"49,999,997.00"
TEI4MPLR7R4RZZVQOYXC54DNM6TRNQJXKAOVXYSAQRLURRUKMHNSQPG3CM,49999996000000,"49,999,996.00"
66UYBBD5LBKCUVMY2I5WWIUFXMI2W2IYFHDTXFDVIYRCATZAHZ7MB2M5DQ,49999995000000,"49,999,995.00"
47ONESQNZUNHCUUVE2EC2VZAJKRKLAG2XT2IIRE4EIFQZJ4BP4DQPW3L2M,49999994000000,"49,999,994.00"
KQ6FVR6PTHMV7QV47LBSR3LVM3EWSNHJPTWQ7GUEFLI2NGKC3RAULQ27K4,48766445076769,"48,766,445.08"
DLRY7TLD3KXB4G6IAIW5KGUZEVIDBS2OZ3LR7RFSJD2KEUDKWFXEBPK3HU,48603743023964,"48,603,743.02"
WD5EDLJCLRWFIBEUCT43J6QM3LGVNSYXUSMWGUKKUMJBZ65IKQWIAV2LIY,47797631557147,"47,797,631.56"
LYKPESAJWNRAV7XADUHBKLADBK47HWKIM4W3K7ICKXXEURMP2AJLYLFDF4,47380178305745,"47,380,178.31"
F3ORVOGS5JQ5LYIXBUTIEYRSJMYKJNZJ6ZEEZOMDLCJBDNKSRUN3ERLMF4,45844393000000,"45,844,393.00"
4SOZXGYC5MGZ4S24LX3MHOLYVBZNOHNUN5MP4E5TLX6TXP22BZ6KNN4UQI,45810296000000,"45,810,296.00"
LLY57KTRHOGXQIHSCMV6Y2ZBDCCLYZF7QEFTTRKXLKG4ODREUJFLB2CM7M,44859000000000,"44,859,000.00"
3JWABOWW6LV7T7A77EL3Y66RO22GTIGFHNIYHNTIF6S2TAH3VB7QEK5SD4,43474505245686,"43,474,505.25"
I5LZFHEOVMNOJ5TWG7D2RM624OVFXB2KDSPULSP75UIHIJ2JRG5HFSFIUU,40000000692000,"40,000,000.69"
5IIFGXH2CJNRRTZJ4SFATW52X3AQKEG2HRSDQQKKMRCGJGW3FTB4F7ZMRI,40000000000000,"40,000,000.00"
PLEXAN2222RLHBJE5CTTJAZ2CWCOOOOJXGM2VZVURYUGHMVWD5R3S6O3OY,39999999997000,"40,000,000.00"
EOEMN7CQDFBYZ4N7VLJVW7KYPLWSTLAFMXNJ77P5SGJU5OREEFLAXOGTAI,39999997895000,"39,999,997.90"
WSRGINBJRGOWSIRAN6N6XSPJRUJAXKYMA3MFPCLE3NPEWXP4L6YF67HDFY,39999996895000,"39,999,996.90"
7LCI345GLLNCNMZJQZ4627GR26Z6AYGTZUYAV4O2Z5SLYD4MNDUPYNDQMY,39999995895000,"39,999,995.90"
JXLDZF3DRFKL4E7ZBVWHVKTYM4643QS56R66QJNKGVJIO7T6GJUPZ5TQRI,39999994895000,"39,999,994.90"
THT2VJC76P7ORURMA25F6RCHHNEYELOCMJWWN2HSPKLVRLGMMGJUIKOBAY,39999993891000,"39,999,993.89"
IQ5RFRLGS4H6Q5VGEKWAF2LZQEOHP6WBUDZLT37LTAHVPDZLP6UYDCMLFM,39999992895000,"39,999,992.90"
FFLRE4VZK35KAU65VLBRMR4KZVHE4S2TEXJJ6K4POZJZXUND3V2V6DVJNU,37137953285371,"37,137,953.29"
LO4DZTV7XSBJSEVEMFETUENPXHXOUECQTDRELOTB42RA76AALURITSZLNQ,35686522197617,"35,686,522.20"
IOUSAKUXEFKWZE7QON3AJYNEGE4NGKQ5V7X3MFVQM5BOYEZSMRYTXVBUNE,35000002896000,"35,000,002.90"
7JXOD57CVHQPHYH2CZQFU3JN5V5EBUUL4CYFDXGYGI3SNKWTBYCOOW6ITI,34512234070000,"34,512,234.07"
7N34NWZ4M5E5WU7J2M2VHAAWV5WRC4ILI2PQS6XBUKPLX3YH7U6B3DFJCU,34304939824103,"34,304,939.82"
PMYQRSLECSJHPJC6POYFSVKF223IY7BTFZ2CPRQRR4HC4U334PTJT2LVJE,34189503462749,"34,189,503.46"
VCIGK4KGH5OHO3LM55KRLCO3PCWOEYPDJYIMZPEJE3WQYKVNFUDQ3BCNEU,34189443777615,"34,189,443.78"
4LM4CZNY7FLA34Y2BLDYO7ZXZRPNJMI5QAH33633TLVO3UX4RIYQF4UIM4,33594600000000,"33,594,600.00"
4IZRTUO72JY5WH4HKLVDQSKIVF2VSRQX7IFVI3KEOQHHNCQUXCMYPZH7J4,33485624444447,"33,485,624.44"
3XQ3RJXTG2VDOV45ZKYIGEVXP2VF2HDZJX6I3NUCIJHXGHYEDA74LRSQ5U,32966517775932,"32,966,517.78"
A3MYPLCU5ZVXDJEAXAVV2SAUWJ4INWGPYOKM3FWOGUASOJ7V2L6DTC5YN4,29487219527807,"29,487,219.53"
5EYP2467BNWUIE773T57P3VZ5RRMWUFCPSYOOUHVFP4AY5HSZ7MKECKTKI,29421628546694,"29,421,628.55"
R7ALVPEQRGECJK33LANXMPENWYALTAZQTSGNCTEQPKBSBDI5KO252SAK64,29143425118875,"29,143,425.12"
ASHPGJPHCZMSVBBUVFOVTSIYFKCR26STPOVPU4GWACKTZT35ZQYBSE775U,29115296220448,"29,115,296.22"
J63NZUR3S4LJC2RPBSOXGQ75DUVQEBTIFUWL2R7FCQES24HFLQAFB6WDAY,29027975357169,"29,027,975.36"
5P4IEQSZBRAQHE4WQIIMYQGSVD4N6ZWM7TEJ3QXXMZIL4BR3MV6BFQYTUQ,28978854637786,"28,978,854.64"
XOV7SOX7U47C52A2BLSBTXJTESQ7NMDVFSRMUFZS5YM34KTZWNN4TEBZSA,25767548203773,"25,767,548.20"
ZL244JZGHDJHBAIP5VUN2VMLBZLWMHKDAA4Y4N6EJGGUHZHWW6BQSYVJZY,25000000000000,"25,000,000.00"
J3PI7R66BXAN5AHC3H6LK7OOOHCU55VXC57S66FWMW4E7E6FP52PN4XBFM,23310516797982,"23,310,516.80"
7LXGH4WPEXJ3HOPON5BDHJSJ7NWPBAELDOWLINCMMW2GOQWOSSNP76D4ZA,21616834096283,"21,616,834.10"
C4PZ7RSTYDAAEJE3PIMJW3BRYKNY6OHYZVZO6OLXPZKBMXVWDB4PBECTZI,21616834096283,"21,616,834.10"
OVAA75Q4VPN7JLKD6GEKBRV6WEEZSQTN5H6RVR2XM4JMR3WXSABY4VAT6E,21279387633158,"21,279,387.63"
WGUDC63GF7CYQROCSUBIKXP6BSNCURMTUZTIGLCCKAWZQLFTS6GFQGMGHY,21199033621443,"21,199,033.62"
YA3ANAIGQ2P7IR4BJCEMQUNH4HQ57JMVDPSBG5VBF5TDS2RQBSZTJL7Y3Y,20513440430322,"20,513,440.43"
HE4YMUY3EZJZBMI7BPW6A2B6AKKYAX7YK4KBPFH3ITIKGUOHD75XX5SOGU,20000000000000,"20,000,000.00"
RCW47OFHJQAITSDXH2Q4KECSN45UTNQYB3FJFTMQ34SN6V6J3CA7MTM4HA,20000000000000,"20,000,000.00"
UUUIDKBHMNV7FRKS4NHDNF7ISBRSLDGTPA6UAZUZGSGPHNAUG6KFSY454M,20000000000000,"20,000,000.00"
XL4PQL3XAAE4TZK5NSPVKJNFCVGBBLB4YPAHVDVG6JG52NOLHL3DHSGZ5E,20000000000000,"20,000,000.00"
ZDEFFZZ4NAWFP525TOGNWICWOXKOF74DFMYCE6BMMZIZVX5NNPYKN4SRRA,19834649680769,"19,834,649.68"
P73D4BTS5B55FBV5Q4K2JZNTJOOMACZY4TFYKLCHPCOGLUPGDBXDBVSS7E,19674865783245,"19,674,865.78"
3LIY7JVHSZZ7M6JZRUAFW23CHGA35VNU6GP3RB2ZFJQT43ZRZX636OOTJI,19520604090000,"19,520,604.09"
WZY5ZGJ57YOVJ2TCMFXIH6TNLDC2FI2UJSWGG4XN5RK4XVQX4MMOIZD2AU,19294960114246,"19,294,960.11"
5JENPSWAYVT3XVJB3UY5LUY2ZRPCSAH2YGKYJIYJUNT4IP2UGKW2MQLK7Q,15943000000000,"15,943,000.00"
ZFY37HKKZ6QYZ2KOUPKAPCKLGPEDZT4FLLVITWS5VUTNOIDX3WVK2ENVIU,15564114949324,"15,564,114.95"
AUNBXQGBL2R5NOAY2OE23HWLGXUA7XG7NPKRTKQXOQI3TWL2MZVNQR6PIA,15050000000000,"15,050,000.00"
N2QLR6OBALVEMKBZVKCV46WFA5HYPSG3QQWHNNKSL4UBTB5RIPLGK3VWRU,15000000000000,"15,000,000.00"
YNQPRVJYWCVVHF5PLEYG4AIBELZ7QDCI4MEA7S6ML3JWYHOB5IPE7MFRPE,15000000000000,"15,000,000.00"
VE6LZSCWDM546JBIVXSJCFPMDG5M4SOJMOEYXXAR6DXCOOJO5S46QN7OC4,14999999000000,"14,999,999.00"
LI6VJHMOFIGSTT7P4VZTNOEBCXRBGUFWGJOX6ED232ZFZH5CHLA4ECVGIM,11957699000000,"11,957,699.00"
DEI6S2EGQDDGKYAXD7QSKPDOHUPY5B533KMRYFQHWYZP2H5EGDY7SNQERQ,11897860912098,"11,897,860.91"
JDBF5JTCVNM3DQMSGSWWUSYBJSRGC2PT3YRCCUQCZ3SZLIBCCOB5DBKCLA,11865022113719,"11,865,022.11"
QLQ7VWZYH6G7PUVVLTLB4S3PVIAIEDIIET3NL5BJY5HXPGYSGVPIA5FQGY,10914770000000,"10,914,770.00"
DHM7CCBIMUJNHSPSZXLPEAJBKJ5N44PBJNUJBVAPQZBHCUVKQ5MFGB7F6A,10914768000000,"10,914,768.00"
HBXZBW5JEVCL66CHI647N3QI42KXY5HXGUHXIUMTYZFTPU3M3HEJFZJSZU,10500000000000,"10,500,000.00"
G3MB25R2F7MJULO7G4YEVHXBABKOSKTQRK33367GQM5BTPLR5WEZGGZFCY,10488737022637,"10,488,737.02"
2XRXQGSW5X2LPZLI42XJ3HV5JU3OY5JSKNKE57IJQYOY2VJS3F5RI2YNBU,10314552795100,"10,314,552.80"
3SJAILI4GRPZULIY3XBRUO4PRMPUWQBCMEATE33QA7Z5WOL6IXPMRJSOK4,10200000000000,"10,200,000.00"
46U5SGV73FR6DR4VS2LSVPZOTK46VSTBTCYNHQKKSZ6F7M2QC3Q57CZ2A4,10000000000000,"10,000,000.00"
7GI4GMAFMI6HP46FJHGXSPTU65WHVRLQ57PTQ5YSTPOAQU2CI7KNS4YG4U,10000000000000,"10,000,000.00"
IGLR5UVN222Q6UBFPCPRYSUKL7IZLDLUC4DR57P4DLCFVQOPH23LE4G3JM,10000000000000,"10,000,000.00"
IQ3SVTCO4MBIFWRDHNWYE6VXFME6PQZGSTSTI4SLXRPMHHJSP6CLBMGYAQ,10000000000000,"10,000,000.00"
R2NC5NEJYFOQ3AIC5QIPAIPZD3EA62STHE53GE4U65L7ISWW63TYXTTJDA,10000000000000,"10,000,000.00"
WHJRSOUX4P7HQBNGR6ZC3FKS3P3CUZUEZTL3LPN44JS37UTYZ4BLH2TLHA,10000000000000,"10,000,000.00"
QWEL4RJCJOHTF2Q2W6UQFR2ROPZPKF252UYR2RIV5O2RPMTE3WBTQ3FGIM,9999999000000,"9,999,999.00"
PW6V2D63BFTPZBUAPUYTIEC3QJJOBOWPQXD2IY5BY6RMHZY2Q4QZLB3UYI,9930834000000,"9,930,834.00"
ZIHMMLETUX5ZSQZTRB56OBLNQPGIRC7SSMBODP535TGWFXAB4QEMXPXNEY,6914000000000,"6,914,000.00"
7ALM3VPFNT3DDMCYDSOXZB5PY6OZ3A4X246TMKU6W3G54I2VT3R3CLDAE4,6375914390000,"6,375,914.39"
3EJ3BFMA2BZKWCDV542K3OWAX6H3XCUGNSQ73RNBVSAJF6RTJ436GXUWU4,6247772000000,"6,247,772.00"
L4NNRCIJ73FTUH2DGTNLOXX2SJITWXRZXOFNP43EK36O3QLGYMY6VUVEQQ,6101300000000,"6,101,300.00"
G7RTTEP6AAQWMVMXUPDYOAJ7XLGRNPLQ7FS4HNRGX536IJSPNOQCQUUAHE,6000000000000,"6,000,000.00"
XQJF6HVQUZ5ITT5K3AI5RVNLBPBY3HCHLOTV2UFFCEWZAHA4LQIDNPVPPQ,5705812000000,"5,705,812.00"
PIWPHEYDTYHUN62LK426LEPQVWA74EP4ISMEAJOJMYQM42ODQIUGKYYWTM,5586000286087,"5,586,000.29"
RBNGCSD7OBKXPRAD46WDBM7ZVJ4R3TSIT3SMMD5SDBILRWOYF2WNYQANMY,5500000000000,"5,500,000.00"
UUOB7ZC2IEE4A7JO4WY4TXKXWDFNATM43TL73IZRAFIFFOE6ORPKC7Q62E,5404854448342,"5,404,854.45"
PPMEMZYJXXA4Q4HU2A2S2N5DGHTV4UUQR5HDT4D6PGZNMXOUDLDBIPBHDI,5000100000000,"5,000,100.00"
6QE7CFCD4G4K6LQIPUFE5KHOMDY2QGCAKZOW5VO27FL7R7AU3Z327Q6RHY,5000000000000,"5,000,000.00"
M7IDUHKAZHB7AQQ523DPCIS7MLU72AWRDP6XJ4BAKBDLS55EHQ3MGWBJOM,5000000000000,"5,000,000.00"
72V4CTAD43FNF4DZWW4RNFVNHAVWEDMQIHIYPSZTGDRQRWNNGMSBSTBAHE,4850000000000,"4,850,000.00"
4RRVV4EMS75OAN5UE5BU477LYB2Z3JC74N7PLPKN5P7OJCDINMIG5FSVZU,4549850000000,"4,549,850.00"
I55RNI6U5IBCYLHIYXN2ZGHQ3AZDOPU5B27DFNHWUX5CGJVVRUOIYQSG3E,4485126339449,"4,485,126.34"
NV62FGOFZPLPVCRU7I6CB6PTWUIOVZLPF27SJ73VA5EGPRDUBZ6543UHWY,4323350819257,"4,323,350.82"
RKZYB7NOK5FFK74RDSJHGLXFIVO27QOSTGL77LBLIXAEQVGJCPNQQRDD6A,4323350819257,"4,323,350.82"
VYF4CEEXS76L4GPVMQDZSP2RO5TW2XUDKGYFE5BPQ6VZ35F5MEN4NPPHW4,4323350819257,"4,323,350.82"
WVDI66JKOAAE42S34FXSVR6BYILFVV7T7V72OIPETFBMDPKREP3NUV45LE,4323350819257,"4,323,350.82"
XEEN6IXG2C4QEPTAT6BETOMCRLWZFTJ7ZFISDIYAPNSWNW5H3U6B7G26FQ,4182350000000,"4,182,350.00"
WM6MV5VO3IFOJ3ROD5EA2HYYNI33A3KOLIKVB3GB27QRYBWJ4Z3BO2FINA,4088400000000,"4,088,400.00"
3JBLLR2F2FEYVULMWSOO4SBJW3QMZJZOVGIYTCV3ANCOAV7PDFJB3AQJV4,4026806000000,"4,026,806.00"
NIIHWTUIEAWZT7T6E4D5BXK3QXCFAGTPMIBQCZDINTBRYPK5PX3QS53T2I,4020688482466,"4,020,688.48"
KGEFAEOLMFUVD4S3LQ4V35CPIRGOCURWQMNRLC6A3MKTW2VH3PULMCSO2I,4000990000000,"4,000,990.00"
WZMS43UPAK5ITRV24MIBJKIW5WS26ZAUFWTGMUWYSRA4BA7RSEGDBIAED4,3600000000000,"3,600,000.00"
DSWDCY6366TGF7VOQAM4C6HFN5AQPWM3RFWPOZDWYXYGFCGKD7HDV7LFRU,3530597772375,"3,530,597.77"
XAQUARLGCE6RILMKH56KLPXXWE4CHUSBXI6WIG23IMLLUJBYDV5WOODVYM,3524627842118,"3,524,627.84"
UEQJXSERMP32COKWRGGJUQIVTBKTC3YYKXCV3XCUMVLLV333UKKELMYNPU,3207031000000,"3,207,031.00"
ZB7GCCMH3SLZGG5LCZZFLUWQLWVMUR3PIUV2YFQPHDOGBHUDJGDM5JQUSI,3191387447340,"3,191,387.45"
AW6IML4LKSHE5HDIIGHMUBTJLRG2HIE6CHLGVLNV4JR2QWFUVOC5VJPNA4,3161869000000,"3,161,869.00"
MVJD3XLUA6PWGXXXRMPGUZAKQ4PFV2C4ID53JOP5SYJBPMINE54JF4QFDU,3141358951175,"3,141,358.95"
SBWFFNJPOFB524E6ZMEZYNLPFTZEJ5EQCK5TCCRTSSCASDCJY7BNFOVJMQ,3102000000000,"3,102,000.00"
2WLYVF6PFBQ4Q36SKBTJWCPRW3CJXTNMYIFFIBTC2UMUSB3UETJI63JAQ4,3090000000000,"3,090,000.00"
3LE4QT5PJ245YTYH4D7KAUCUVVD32U2AYTPN2EQKLX2S4DEL2HTMDMZ4RY,3074258983173,"3,074,258.98"
WW5YCAVI35SUL2QQQB3ISCDD4CZS2SAVASXPGZG5DER52RXN4FK6DN5UQ4,3000054626775,"3,000,054.63"
QLMX7FEKGZIKACSIH7FIFV3BNHXP77YZ5PTLTN5TKWWXBKL6HD6MO44FFQ,2999999000000,"2,999,999.00"
PKXFBVMEFANWMFGZWWUAZFUDULXTDPXT4GM6MC3FQXKISGEF3EJXJ6O65U,2629659603353,"2,629,659.60"
WWSBNSX5OOCAJBJCAR2H2WFYVYJEGWGRTMXIWRBSKHFCJGLSEO2LHJKO4U,2589749632118,"2,589,749.63"
VVMM2RGYYE35V344TG57FOD4PZ4OX4RMQZE5UWCECIMJJNLJTL5WV4UWOI,2558889930000,"2,558,889.93"
S6OTDMQL6MACDGMJZXCRB4WX663I4OZCGKHGQAXSXLT4TDWEFTCGKLNOLU,2530000000000,"2,530,000.00"
IXMA3WGD35OVFQODKUWKCDUKVTIF4PRN2B6SYLBSFABP7TOVYW4BMWMCYM,2500000000000,"2,500,000.00"
T27WUFS76IBQDLLD2UHF5LOVOABPBFU7LLWVXOXUE4P7EPSB6OIRKA572I,2500000000000,"2,500,000.00"
I6HCBFI7L53WLY653NQKD5PZGC3OKY7N4XZXQIQN3IRMWKT2F6KZWPKPJQ,2488720510000,"2,488,720.51"
GNTPERAH7BZ73TYXSZ544JL63ZOEFLT4VF3CCP3V54ECSHFFJUXILID2NM,2130239630956,"2,130,239.63"
VTQ7I7HOLQ4U447Y5A4PCBZWHWLSAG2SIFULC36V55QY35NIVPQSVSJBLM,2100682656984,"2,100,682.66"
CJS3CGUPR5G2WM7I35YDLN46OZDTC6W3QSHU6OZ6PE7YH4NJNTIZ5JTNAI,2094239262245,"2,094,239.26"
I2BLHSDBEP7XQECHFQC5OPKFJKHFA6YD54HEORMLE2H3L4BDSRB3OC47PM,2071761000000,"2,071,761.00"
TSUQLSH2M42NUZ5HHKH6ZZ7PQ54LFCTEWPSDSIXIH463SLUWOHTTDSIOOU,2058000000000,"2,058,000.00"
KZZZLQYU5NKKQURGM6KDJY6YS7FOH5TXBMWJBN34VAFIE4SZSX46SIZQ4Q,2039908000000,"2,039,908.00"
2UFH7UIIV4ZL2KDCSZLDFRPKUQGODXKN2RP4BQVJOTA5CO4WZBTP53PYTA,2001794320000,"2,001,794.32"
YILAKL5AFKMSD2GMF42T6AHKXCOFMZB2LNVZP7MZYZO2J5EEWY3CKV6UGY,2000083400000,"2,000,083.40"
IZV3NPANUZNG4FINAZZY6FF2QX6RVNG2ES7H5GYW5XQMYCLB4GBNZ6JTAA,1999999000000,"1,999,999.00"
BNYUG5PD2TJCZXDA7V3ZAYQYGVOKK4RSA4CKIFC7JVDR7FSD3CPP6AFDCU,1999995620000,"1,999,995.62"
LZKSAXG5KQOS4Y2VUNCHWQPECKUGKMDY2URF4P5XIPJKGEW4752NEJ3DXI,1995000000000,"1,995,000.00"
WCMVORBYWIVUXWQZFKLDLTAPTQ5IXINAW3LBAXTASPDZZHE322SMNWCZLU,1995000000000,"1,995,000.00"
IOOPLJAT3JWMKJL4WP57NDNY6S6CQIIP5MNLTESMWOI5SGLUDVKJRPXTVI,1818698000000,"1,818,698.00"
DCCVQY4V5ZR6RSPHGAA4JOZHU4BS5MBSHRHSNVVHPSKD4KI7ANTLBU3DR4,1804000000000,"1,804,000.00"
XFFHECCOMFFRGO7IHVKTZ7WYIKZ6C753UECQTPE2OGQHNLPN4LNGHHYRCA,1710000000000,"1,710,000.00"
H2K4OGU3V3A67BX5YQY5SLIYYQ7W4X76W3ZROPGLEV6APRYM2N2E4WQFDI,1656000000000,"1,656,000.00"
SPGKAXG2JVI5OWMQFPLWPP6ICN6ZZQ3PKTAXBCYXFIJ6NKGXT2ZWQCK77Y,1593935000000,"1,593,935.00"
IUYMCTHSMBRT62FMNHW2CPYRYGGTXGIZV6ZEQQ4AZI62UYB6TFAPM3VYGI,1529934752403,"1,529,934.75"
KG3MN4XX4TA72RY5ZOAI4M5QKK2W6QVGO4G3RCBARC4BM44SR76FJZ6B7U,1529930000000,"1,529,930.00"
OSMO4BQ7IOP27V6T5FVZBCN3ZF5MVHZ4FUFVACEXEO5QDUNQS67WZNSAEQ,1529930000000,"1,529,930.00"
IQIDFXNHJHWJYZIE54VSXTG7RMJUXXMPYASRCV2KYLLAUKY5TACEMOAYPQ,1509404289978,"1,509,404.29"
WRFWCMDQKUXKSWQBR5XJ4Z77DINZQPMSPTZC6RJ4N6YPHLJYP7B7RDRCYU,1500015000000,"1,500,015.00"
57ZXWK3EE6I4F3JSVZ5OQDOCYVS2VKMV4QJ4GEQXILQPZNMPLHYF2WQL6A,1500000000000,"1,500,000.00"
KEJVPLX5WZVIPPRWCN2MG6DL2H5NKAVGCJ7QUUVPUAG2O7K663IIR3AGVY,1500000000000,"1,500,000.00"
U5HSJ2K5RTWM5GUGPKZJP7S7KLT7ZJO5TEC2DEMYYFVQA6FHZ4LV72PO3U,1499999000000,"1,499,999.00"
SAVIYBZ5N7ZVCXQGUBIUSWAPODQAXF2JCNP2HOPRRBSIQ4E5XV6BOX3O4U,1450000000000,"1,450,000.00"
SUGN27X5SN23TAKCKG7EMHUWWK6NMN2U7GNIFJEGKCHVD7DYOT3UCG4D4U,1430694398786,"1,430,694.40"
HEULLR2C6WO5T2VUGLOFPEM6FKIIPPEWPXLOZBVYQN3AKYJ5GFZI4JUKUI,1401291000000,"1,401,291.00"
OEQCX22QLWUFIQBIJ6CCQUZRBEMRNVZRPS6ILL4R7HE57AZUTTBOCU47QI,1400000000000,"1,400,000.00"
YM7DVJVUCHAC42QPRMIX5XUPU6W2DIPU6ZNOEYTZ6Z2HISYNE4SQF5PLOA,1370000000000,"1,370,000.00"
5BD6O7NYXWN5S5DVAWL762LIDOZ2CQUE5ITLWXU376UJYRHOQNREBU2VPI,1365004000000,"1,365,004.00"
WSO34V4OTSFJ7TDZGRMLQXMJHOHUMHBP425KW2XVPC6GGBJQQGPWNLPGW4,1349000000000,"1,349,000.00"
PQXFZIJHTUZBMD52OF44Y2YXLC7P7FAXMQOVLFPQZAUJDBEMVIFVLTGATI,1345000000000,"1,345,000.00"
HQJKZUYY3RZNPTHGV3QHQTAZ2NMPMIELJ5WYEQCQN5IK7RV67VYC7NGYRA,1338800000000,"1,338,800.00"
GJ6GCRYD2Q6O5OOGA3A747JBPPEDTKF326ZEX2S6ZZVLK56Q2COECGVHM4,1332653204318,"1,332,653.20"
VEXTC5CS5WD7XNOJCJWBKRCP2DL2BKPOHWRQYU6ORYZCJZ7Z5A2O36VTPQ,1300985000000,"1,300,985.00"
UI5SRTUSZ5W6K5YAKEYPHV54GQ35XKQ4O77Z2VJRKZ5XLEEZSLM7VEAQ5U,1300000000000,"1,300,000.00"
C27LMRF6KTD5KP3GWWB36OMMFU62AQTMI2HDD7UUVABNYCETPWIL5JLNGY,1295632038000,"1,295,632.04"
WVB22NT5FPNMO744YUPXXZ6N7TABDECE7YBOTUJZ6SIOLAVDD5WWZGP5VA,1270000000000,"1,270,000.00"
YQDBDYJDWAOQZHJX3C3K33SXBTQEPX7SO3VEYPNJESQYCVS7POYGRCXOFI,1265437180000,"1,265,437.18"
PWZD35WS3KPGD5NO5PWKDJOGDNGWAD4KR6E255SHUTJNKMQAH27HF64PNY,1250000000000,"1,250,000.00"
RSV2YCHXA7MWGFTX3WYI7TVGAS5W5XH5M7ZQVXPPRQ7DNTNW36OW2TRR6I,1250000000000,"1,250,000.00"
XIH4JVQAVE6IUQZI6XDUEI624FP7A64RCC5PXDBOQNYHTAAT7325MLLH74,1250000000000,"1,250,000.00"
ZS6ADTWB6NHRGN7BTWUREDFUENLPFFWVNK7OFFNZVQEXLAM7T4Q3RGSN2M,1250000000000,"1,250,000.00"
YJ2RI5KH65MRSYDTZIBMRRPYJ4QERPZ5MILDPSS5OGH35RR56CPTV6CEWM,1241700000000,"1,241,700.00"
EJYIVIVXLEX7LIBG3FCAXUATUSKLDGO7FCPRD76HYRUXUICHATJV22JXGA,1218300000000,"1,218,300.00"
SQDBP37PIY7FBUNSSSU5RWWPTYGW64AQMBX5K7XENXSX7NKQRIJ5IBBXCE,1218106000000,"1,218,106.00"
ZIOAK2VFADEMNE6YJRCTFOHTNYIZFHUTFXHJDVLHZV2DWGMM34Y5Y7FD7Y,1218100000000,"1,218,100.00"
5CYDRG2UBWQXCDLPFAF5PNN6LPLCG6DGEZNPILFKLTI6SAM3A2HKVHM4HM,1200000000000,"1,200,000.00"
7POQ3H4YA5QJZQB2YPEQ4P5LCBMR5BQUV4Z3JNKCIUU3JS4SNL7IFBH2VU,1200000000000,"1,200,000.00"
TAHR7WJODK37YSER5YCBDBZDIET73G53CPNAVR73SMGQF7A3TOWYSMHIHY,1197615960000,"1,197,615.96"
ZKEFAKXB5H4J64OPS3362AWCW4SJ3ICPEG6J422GAN7O6KDKB4Q5KFNISQ,1147860000000,"1,147,860.00"
G7ZYB2WQHCLSHU7ZG2M73C2GZDXCGXLLHLBNTOFWR447PUH64JM2SOAQ2M,1147487000000,"1,147,487.00"
YVOFCNDWZ3BPEVGQ4IR6X4G3RKUCGQV645EFW765ASQVYTX2KOVIYL3D7M,1095000000000,"1,095,000.00"
DVP7EL3LP5NIBZN3Y7ALFSG3MAPXMKULEWSRFESXJ33ZQ35SW76QERXTMA,1093763778896,"1,093,763.78"
